1,1000,0.045383
2,2000,0.062326
3,3000,0.069953
4,4000,0.075487
5,5000,0.077296
6,6000,0.097047
7,7000,0.098028
8,8000,0.100216
9,9000,0.102386
10,10000,0.095012
11,11000,0.092441
12,12000,0.100081
13,13000,0.081884
14,14000,0.064462
15,15000,0.064761
16,16000,0.067424
17,17000,0.062820
18,18000,0.067405
19,19000,0.062128
20,20000,0.064028
