1,1000,0.050769
2,2000,0.003262
3,3000,0.001088
4,4000,0.000615
5,5000,0.001209
6,6000,0.000182
7,7000,0.000121
8,8000,0.000111
9,9000,0.000724
10,10000,0.000047
11,11000,0.000045
12,12000,0.000099
13,13000,0.000024
14,14000,0.000190
15,15000,0.000135
16,16000,0.000017
17,17000,0.000461
18,18000,0.000015
19,19000,0.000151
20,20000,0.000032
