1,1000,0.026589
2,2000,0.005876
3,3000,0.003128
4,4000,0.001943
5,5000,0.001464
6,6000,0.000954
7,7000,0.000816
8,8000,0.000720
9,9000,0.000617
10,10000,0.000560
11,11000,0.000713
12,12000,0.000530
13,13000,0.001086
14,14000,0.000151
15,15000,0.000796
16,16000,0.001003
17,17000,0.000572
18,18000,0.000284
19,19000,0.001374
20,20000,0.000063
