1,1000,0.083491
2,2000,0.009647
3,3000,0.004702
4,4000,0.002683
5,5000,0.001872
6,6000,0.001144
7,7000,0.000943
8,8000,0.000815
9,9000,0.000691
10,10000,0.000624
11,11000,0.000798
12,12000,0.000694
13,13000,0.001625
14,14000,0.000176
15,15000,0.001253
16,16000,0.001600
17,17000,0.000745
18,18000,0.000340
19,19000,0.002243
20,20000,0.000077
